##########################																						
B2J12H	17	7	250	-204.62054	-270.3364	0	J12	8.92	9	0	0	1	0	4.3580801e-06	0.068011908	1.94	12	1	0.0056	-0.0129	1.5282885	N8C7
B2J13V	17	12	250	-207.01382	-327.63459	90	J13	8.96	8.92	0	0	1	0	4.1307224e-06	0.064416071	2.05	12	1	0.0142	-0.0108	1.4628583	N8C12
B2J14H	17	15	250	-209.14504	-382.45358	0	J14	9.03	9.04	0	0	1	0	4.8479557e-06	0.068331535	2.21	12	1	0.0056	-0.0167	1.5489254	N8C15
B2J15V	17	18	250	-213.06158	-440.76087	90	J15	9.02	9.04	0	0	1	0	4.9179497e-06	0.075127572	2.33	12	1	0.0121	0.0028	1.3998573	N8C18
B2R1	22	0	R250	0	0	90	R01	8.44	8.44	0	0	1	0	0	0	nan	12	1	0	0	1	N6C0
B2T1	22	2	T250	0	0	90	T01	8.46	8.4	0	0	1	0	0	0	2.12	12	1	0	0	1	N6C2
B2T2	18	2	T250	0	0	90	T02	8.84	8.96	0	0	1	0	0	0	2.22	12	1	0	0	1	N9C2
B3A01V	27	21	B350	176.67	456.92	90	A01	7.76	7.8	0	0	1	0	6.473242e-06	17.427115	2.07	8	1	0	0	0.61999386	N11C21
B3A02H	27	18	350	186.97572	369.66504	0	A02	7.72	7.76	0	0	1	0	3.2127634e-06	0.10263532	nan	8	1	0.0063	-0.0552	1.0587788	N11C18
B3A03V	27	17	350	193.73368	294.02526	90	A03	7.72	7.76	0	0	1	0	3.2031123e-06	0.05857718	1.91	8	1	0.0091	0.0263	1.5694262	N11C17
B3A04H	27	11	350	192.54288	220.02135	0	A04	7.68	7.76	0	0	1	0	2.9279543e-06	0.086844664	1.83	8	1	-0.009	-0.0287	1.3531439	N11C11
B3A05V	27	4	350	190.32945	139.16913	90	A05	7.56	7.63	0	0	1	0	3.0886841e-06	0.059397791	1.68	8	1	0.0098	0.0045	1.5932615	N11C4
B3A06H	27	1	350	193.81077	64.642745	0	A06	7.56	7.68	0	0	1	0	3.0719251e-06	0.1073908	1.61	8	1	-0.002	-0.0125	1.076531	N11C1
B3A07V	27	0	350	197.37624	-12.492715	90	A07	7.64	7.64	0	0	1	0	3.1684196e-06	0.071921325	nan	8	1	0.0074	-0.0051	1.3382546	N11C0
B3A08H	30	20	350	196.96839	-86.866077	0	A08	7.16	7.28	0	0	1	0	3.0733846e-06	0.097694717	1.58	8	1	0.0059	-0.0088	1.2267253	N13C20
B3A09V	30	18	350	201.25295	-166.82098	90	A09	7.14	7.24	0	0	1	0	3.3765317e-06	0.10564939	1.55	8	1	0.0044	-0.0092	1.1526238	N13C18
B3A10H	30	13	350	202.08636	-243.6437	0	A10	7.08	7.2	0	0	1	0	3.0317103e-06	0.077894348	1.66	8	1	0.0027	-0.0058	1.4787028	N13C13
B3A11V	30	8	350	205.68979	-323.31596	90	A11	7.11	7.16	0	0	1	0	3.8678568e-06	0.16188837	1.82	8	1	0.0018	-0.0073	0.89821663	N13C8
B3A12H	30	4	350	205.63654	-399.30123	0	A12	7.12	7.12	0	0	1	0	3.5473982e-06	0.10101488	1.79	8	1	0.0061	0.0028	1.3071612	N13C4
B3A13V	30	0	350	206.59258	-474.65752	90	A13	7.08	7.18	0	0	1	0	4.9035076e-06	0.078296304	1.9	8	1	0.0211	0.0051	1.4004428	N13C0
B3B01H	27	20	350	123.58922	409.20342	0	B01	7.75	7.8	0	0	1	0	3.8177413e-06	0.080506164	2.09	8	1	0.0276	-0.0284	1.3604412	N11C20
B3B02V	27	15	350	126.29768	335.46915	90	B02	7.7	7.76	0	0	1	0	3.8885973e-06	0.069339905	1.94	8	1	0.0078	0.0253	1.3504843	N11C15
B3B03H	27	13	350	126.88478	261.03679	0	B03	7.68	7.76	0	0	1	0	3.498504e-06	0.068518831	1.86	8	1	-0.0001	-0.0241	1.4529279	N11C13
B3B04V	27	8	350	126.51724	180.87359	90	B04	7.64	7.68	0	0	1	0	3.5403592e-06	0.06320748	1.82	8	1	0.0097	0.0046	1.4988968	N11C8
B3B05H	27	5	B350	129.66935	109.01208	0	B05	7.55	7.64	0	0	1	0	2.17e-06	0.097813	1.89	8	1	0	0	273	N11C5
B3B06V	27	2	350	132.42424	29.282179	90	B06	7.6	7.6	0	0	1	0	3.5697666e-06	0.049534793	1.68	8	1	0.0046	-0.0024	1.7989242	N11C2
B3B07H	30	23	B350	0	0	0	B07	7.19	7.28	0	0	1	0	0	0	14.8	8	1	0	0	1	N13C23
B3B08V	30	19	350	135.89175	-123.6268	90	B08	7.14	7.24	0	0	1	0	3.7657506e-06	0.08009079	1.59	8	1	0.0047	-0.0052	1.3554809	N13C19
B3B09H	30	15	350	136.98155	-199.70865	0	B09	7.12	7.24	0	0	1	0	3.4394172e-06	0.10880724	1.68	8	1	0.0038	-0.009	1.1779057	N13C15
B3B10V	30	12	350	135.23463	-281.65631	90	B10	7.08	7.2	0	0	1	0	8.7699457e-06	0.11512749	1.73	8	1	0.0069	0.001	1.0052247	N13C12
B3B11H	30	7	350	141.69323	-356.37853	0	B11	7.11	7.24	0	0	1	0	3.5891782e-06	0.066075351	1.76	8	1	0.0046	0.0002	1.6447791	N13C7
B3B12V	30	2	350	143.60255	-436.01885	90	B12	7.08	6.92	0	0	1	0	4.5105887e-06	0.085390292	1.88	8	1	0.0058	-0.0131	1.3467511	N13C2
B3C01V	27	23	B350	0	0	90	C01	7.79	7.6	0	0	1	0	0	0	15.6	8	1	0	0	1	N11C23
B3C02H	27	19	350	46.110735	368.39341	0	C02	7.76	7.8	0	0	1	0	3.4676489e-06	0.063981552	2.07	8	1	0.0204	-0.0093	1.6141007	N11C19
B3C03V	27	14	350	52.928933	294.09618	90	C03	7.68	7.72	0	0	1	0	3.986525e-06	0.082057971	1.98	8	1	0.003	0.0032	1.2556778	N11C14
B3C04H	27	12	350	50.147696	219.38414	0	C04	7.64	7.8	0	0	1	0	3.2594176e-06	0.058997712	1.91	8	1	0.0029	-0.0125	1.6176734	N11C12
B3C05V	27	9	350	57.377137	142.97482	90	C05	7.68	7.68	0	0	1	0	3.5429806e-06	0.067246403	1.85	8	1	0.0056	-0.0033	1.4383832	N11C9
B3C06H	27	6	350	55.73726	68.705012	0	C06	7.6	7.64	0	0	1	0	3.2733479e-06	0.063661191	1.83	8	1	-0.0009	-0.0155	1.535542	N11C6
B3C07V	27	3	350	61.604643	-8.7968224	90	C07	7.64	7.64	0	0	1	0	3.7065584e-06	0.055579563	1.73	8	1	-0.0044	-0.007	1.5917604	N11C3
B3C08H	30	22	350	62.767188	-85.952652	0	C08	7.16	7.28	0	0	1	0	3.846145e-06	0.21168074	1.72	8	1	0.0099	-0.0142	0.75916207	N13C22
B3C09V	30	17	350	66.568577	-163.38249	90	C09	7.12	7.2	0	0	1	0	4.1193145e-06	0.080991695	1.64	8	1	0.0089	-0.0029	1.2624286	N13C17
B3C10H	30	16	350	65.715221	-239.82506	0	C10	7.12	7.2	0	0	1	0	3.4062594e-06	0.096732558	1.64	8	1	0.0043	-0.009	1.236655	N13C16
B3C11V	30	11	B350	45.47	-313.01	90	C11	7.08	7.16	0	0	1	0	4.08e-06	0.183399	1.72	8	1	0	0	365	N13C11
B3C12H	30	6	350	68.081558	-396.90507	0	C12	7.08	7.16	0	0	1	0	3.5609385e-06	0.091118559	1.82	8	1	0.0047	0.0008	1.3766416	N13C6
B3C13V	30	3	350	65.952434	-475.47719	90	C13	7.1	7.16	0	0	1	0	3.2486085e-06	1.9515159	2	8	1	0.0096	-0.0115	0.38291763	N13C3
B3D01H	26	4	350	-14.612889	413.06498	0	D01	7.44	7.36	0	0	1	0	3.7902907e-06	0.05385147	1.74	8	1	0.0235	0.0002	1.7709578	N14C4
B3D02V	27	16	350	-12.142902	336.81182	90	D02	7.68	7.8	0	0	1	0	3.6809529e-06	0.06745272	2.01	8	1	-0.0042	-0.0083	1.4433925	N11C16
B3D03H	26	11	B350	0	0	0	D03	7.4	7.36	0	0	1	0	0	0	15.08	8	1	0	0	1	N14C11
B3D04V	27	10	350	-8.5228006	185.51089	90	D04	7.68	7.76	0	0	1	0	3.7041056e-06	0.060261162	1.93	8	1	0.006	0.005	1.5738831	N11C10
B3D05H	26	17	350	-7.6753127	111.17198	0	D05	7.34	7.24	0	0	1	0	3.5766552e-06	0.10330196	1.49	8	1	-0.0022	-0.0145	1.0509494	N14C17
B3D06V	27	7	350	-4.7847939	33.453406	90	D06	7.6	7.72	0	0	1	0	3.6419682e-06	0.061238477	1.91	8	1	0.0036	-0.007	1.5545757	N11C7
B3D07H	25	1	350	-4.3616672	-43.613896	0	D07	6.94	6.87	0	0	1	0	3.5384121e-06	0.084969942	1.57	8	1	-0.0051	-0.0086	1.228063	N12C1
B3D08V	30	21	350	-0.23577814	-123.88319	90	D08	7.2	7.28	0	0	1	0	3.7969566e-06	0.080264898	1.65	8	1	0.0014	-0.0125	1.3343795	N13C21
B3D09H	25	8	350	1.1365325	-198.28119	0	D09	6.88	6.84	0	0	1	0	3.8124316e-06	0.068545669	1.6	8	1	0.0006	-0.0086	1.5045316	N12C8
B3D1	27	22	D350	0	0	90	DK1	7.8	7.8	0	0	1	0	0	0	2.19	8	1	0	0	1	N11C22
B3D10V	30	14	B350	0	0	90	D10	7.12	7.2	0	0	1	0	0	0	14.63	8	1	0	0	1	N13C14
B3D11H	30	10	350	4.0498465	-355.0116	0	D11	7.08	7	0	0	1	0	3.6549251e-06	0.078942341	1.78	8	1	0.0042	-0.0068	1.4639761	N13C10
B3D12V	30	5	350	4.0452989	-436.00537	90	D12	7.16	7.2	0	0	1	0	4.3467289e-06	0.081783052	1.87	8	1	0.0058	-0.009	1.3781516	N13C5
B3D2	25	21	D350	0	0	90	DK2	6.84	6.81	0	0	1	0	0	0	1.86	8	1	0	0	1	N12C21
B3E01V	26	3	350	-83.89459	448.96443	90	E01	7.44	7.44	0	0	1	0	4.5975192e-06	0.059001037	1.71	8	1	-0.0042	-0.0268	1.532665	N14C3
B3E02H	26	6	350	-86.668765	374.13877	0	E02	7.44	7.44	0	0	1	0	3.4777455e-06	0.05567	1.66	8	1	0.005	0.0098	1.7554888	N14C6
B3E03V	26	10	350	-83.001401	297.40583	90	E03	7.44	7.36	0	0	1	0	3.3304813e-06	0.06748602	1.56	8	1	-0.0024	-0.0077	1.4230426	N14C10
B3E04H	26	14	350	-84.629031	221.7495	0	E04	7.32	7.32	0	0	1	0	3.0427829e-06	0.064116259	1.5	8	1	0.0018	-0.0124	1.6052232	N14C14
B3E05V	26	16	350	-77.581279	147.61592	90	E05	7.36	7.28	0	0	1	0	3.3190345e-06	0.05402655	1.47	8	1	0.0096	0.0067	1.6109258	N14C16
B3E06H	26	20	350	-80.531135	71.644772	0	E06	7.24	7.24	0	0	1	0	3.1156301e-06	0.073701825	1.45	8	1	0.0003	-0.0081	1.3937129	N14C20
B3E07V	25	0	350	-72.686293	-4.8228454	90	E07	6.9	6.86	0	0	1	0	3.3182463e-06	0.053502942	1.51	8	1	0.0026	0.0013	1.7220139	N12C0
B3E08H	25	3	350	-73.379583	-79.174043	0	E08	6.88	6.88	0	0	1	0	3.0959408e-06	0.060225048	1.51	8	1	-0.0032	-0.0114	1.6114642	N12C3
B3E09V	25	6	350	-69.519337	-161.37008	90	E09	6.7	6.92	0	0	1	0	3.2921807e-06	0.25867486	1.53	8	1	0.0048	-0.0072	0.50115131	N12C6
B3E10H	25	10	350	-72.217203	-238.83675	0	E10	6.87	6.84	0	0	1	0	3.336635e-06	0.085334711	1.61	8	1	-0.0008	-0.0138	1.292449	N12C10
B3E11V	25	14	B350	-68.624985	-317.85065	90	E11	6.72	6.84	0	0	1	0	4.49e-06	0.140606	1.69	8	1	0	0	331	N12C14
B3E12H	25	17	350	-70.444022	-395.67792	0	E12	6.87	6.81	0	0	1	0	3.8199131e-06	0.060830774	1.71	8	1	0.0013	-0.0066	1.7964943	N12C17
B3E13V	30	9	350	-66.128247	-473.31538	90	E13	7.08	7.16	0	0	1	0	4.9598552e-06	0.095063363	1.83	8	1	0.0118	-0.0099	1.2803944	N13C9
B3F01H	26	5	350	-151.10423	410.9207	0	F01	7.48	7.43	0	0	1	0	4.1506291e-06	0.062348435	1.63	8	1	0.0017	0.0291	1.5532001	N14C5
B3F02V	26	8	350	-147.27237	337.95675	90	F02	7.4	7.33	0	0	1	0	3.6736113e-06	0.046975937	1.57	8	1	-0.0015	-0.0165	1.8978556	N14C8
B3F03H	26	12	350	-148.8655	263.69902	0	F03	7.36	7.32	0	0	1	0	3.6377983e-06	0.059727906	1.49	8	1	0.0016	0	1.5437276	N14C12
B3F04V	26	15	350	-143.29602	187.81992	90	F04	7.36	7.32	0	0	1	0	3.3406361e-06	0.093731476	1.51	8	1	0.0026	-0.011	1.1079973	N14C15
B3F05H	26	18	350	-143.49446	114.45429	0	F05	7.28	7.2	0	0	1	0	3.571802e-06	0.047206943	1.43	8	1	0.0039	-0.0053	1.9926416	N14C18
B3F06V	26	22	350	-141.59071	35.751835	90	F06	7.24	7.24	0	0	1	0	3.2620243e-06	0.078065257	1.42	8	1	0.0054	-0.013	1.2215771	N14C22
B3F07H	25	2	350	-141.2719	-40.790919	0	F07	6.88	6.88	0	0	1	0	3.4032066e-06	0.055241402	1.49	8	1	0.0033	0.0014	1.6962782	N12C2
B3F08V	25	5	350	-140.61777	-121.39691	90	F08	6.88	6.91	0	0	1	0	3.2209307e-06	0.081755444	1.53	8	1	-0.0001	-0.0163	1.1507097	N12C5
B3F09H	25	9	350	-140.07734	-198.78896	0	F09	6.88	6.84	0	0	1	0	3.5127431e-06	0.072619199	1.51	8	1	0.0023	0.0001	1.4204284	N12C9
B3F10V	25	13	350	-138.35383	-280.11478	90	F10	6.83	6.88	0	0	1	0	4.0575997e-06	0.06047472	1.6	8	1	0.0049	-0.0079	1.6093869	N12C13
B3F11H	25	16	350	-138.29357	-356.13627	0	F11	6.92	6.84	0	0	1	0	4.1905487e-06	0.061784725	1.67	8	1	0.0082	-0.0109	1.7253387	N12C16
B3F12V	25	19	350	-137.21586	-437.04221	90	F12	6.88	6.84	0	0	1	0	4.8398325e-06	0.064809327	1.76	8	1	0.004	-0.0086	1.578816	N12C19
B3G01V	26	1	B350	0	0	90	G01	7.4	7.37	0	0	1	0	0	0	15.16	8	1	0	0	1	N14C1
B3G02H	26	7	B350	0	0	0	G02	7.4	7.36	0	0	1	0	0	0	15.12	8	1	0	0	1	N14C7
B3G03V	26	9	350	-214.37511	299.16438	90	G03	7.44	7.4	0	0	1	0	4.0763586e-06	0.42267691	1.52	8	1	0.0023	-0.0166	0.60791378	N14C9
B3G04H	26	13	B350	-199.72683	245.48505	0	G04	7.34	7.28	0	0	1	0	3.62e-06	0.984241	1.45	8	1	0	0	401	N14C13
B3G05V	26	19	350	-215.11832	148.83027	90	G05	7.26	7.2	0	0	1	0	3.4836545e-06	0.058274123	1.35	8	1	-0.0014	-0.0081	1.5931087	N14C19
B3G06H	26	21	350	-219.62467	73.370694	0	G06	7.23	7.22	0	0	1	0	3.5579409e-06	0.075766136	1.37	8	1	0.0031	-0.0012	1.3999156	N14C21
B3G07V	26	23	350	-214.8933	-4.6589899	90	G07	7.24	7.38	0	0	1	0	3.222666e-06	0.076545416	1.39	8	1	0.0027	-0.0056	1.2830766	N14C23
B3G08H	25	4	350	-219.57405	-82.653439	0	G08	6.88	6.88	0	0	1	0	3.1362618e-06	0.093351993	1.47	8	1	0.0009	-0.0022	1.2040683	N12C4
B3G09V	25	7	350	-214.16095	-161.39502	90	G09	6.91	6.84	0	0	1	0	3.3466039e-06	0.070642986	1.48	8	1	0.0014	-0.0031	1.3490015	N12C7
B3G10H	25	11	350	-219.5652	-241.10732	0	G10	6.92	6.82	0	0	1	0	3.5361309e-06	0.0750587	1.5	8	1	0.001	-0.0094	1.3777138	N12C11
B3G11V	25	15	350	-212.37951	-321.10117	90	G11	6.88	6.81	0	0	1	0	4.3923901e-06	0.051270901	1.58	8	1	0.0039	-0.0053	1.8717562	N12C15
B3G12H	25	18	350	-218.56899	-397.66418	0	G12	6.84	6.83	0	0	1	0	4.3322494e-06	0.079070411	1.68	8	1	0.008	-0.0039	1.4402943	N12C18
B3G13V	25	20	350	-206.12291	-470.48026	90	G13	6.85	6.8	0	0	1	0	5.6884232e-06	0.058333958	1.72	8	1	0.0009	-0.0147	1.7211422	N12C20
B3R1	26	0	R350	0	0	90	R01	7.4	7.36	0	0	1	0	0	0	3.54	8	1	0	0	1	N14C0
B3R2	25	23	R350	0	0	90	R02	6.92	6.84	0	0	1	0	0	0	3.36	8	1	0	0	1	N12C23
B3T1	26	2	T350	0	0	90	T01	7.08	7.16	0	0	1	0	0	0	0	8	1	0	0	0	N14C2
B3T2	30	1	T350	0	0	90	T02	7.43	7.37	0	0	1	0	0	0	1.72	8	1	0	0	1	N13C1
B5A01V	31	21	500	215.84376	-481.97971	90	A01	7.02	7.04	0	0	1	0	5.2650918e-06	0.085178256	1.63	7	1	0.0194	0.0029	1.2807549	N15C21
B5A02H	31	23	500	216.22786	-370.06361	0	A02	6.96	6.96	0	0	1	0	4.1309258e-06	0.10017708	1.61	7	1	0.0034	-0.0044	1.167533	N15C23
B5A03V	31	19	500	215.34979	-259.05578	90	A03	6.99	7.04	0	0	1	0	4.2066531e-06	0.069100831	1.51	7	1	0.0049	-0.0064	1.4507971	N15C19
B5A04H	31	20	500	211.83905	-143.38868	0	A04	7	7	0	0	1	0	4.1154748e-06	0.11448771	1.49	7	1	0.0057	-0.0068	0.90694565	N15C20
B5A05V	31	11	500	210.38129	-33.382819	90	A05	7.16	7.04	0	0	1	0	3.8852961e-06	0.079721937	1.34	7	1	0.0074	0.0008	1.2851187	N15C11
B5A06H	31	3	500	205.76762	81.822764	0	A06	7.09	7.04	0	0	1	0	3.881839e-06	0.051824343	1.46	7	1	-0.0017	-0.0105	1.5500515	N15C3
B5A07V	31	2	500	206.35563	195.02431	90	A07	7.11	7.04	0	0	1	0	3.5286408e-06	0.15478889	1.51	7	1	0.0153	0.0108	0.7251397	N15C2
B5A08H	31	1	500	200.10353	309.63787	0	A08	7.12	7.04	0	0	1	0	3.6050905e-06	0.073222654	1.55	7	1	-0.0024	-0.0249	1.271309	N15C1
B5A09V	31	4	500	199.09324	418.86647	90	A09	7.1	7.12	0	0	1	0	3.7584445e-06	0.0900301	1.56	7	1	0.0019	0.0184	1.2067756	N15C4
B5B01V	31	18	500	118.49388	-427.7162	90	B01	7	7.08	0	0	1	0	7.3626712e-06	0.05835007	1.58	7	1	0.0121	-0.0055	1.5425312	N15C18
B5B02H	31	17	500	117.70338	-313.19582	0	B02	7	7.12	0	0	1	0	4.211895e-06	0.084216622	1.52	7	1	0.0025	-0.0061	1.1697858	N15C17
B5B03V	31	15	500	117.49855	-202.13607	90	B03	7	7.04	0	0	1	0	4.2285163e-06	0.079600243	1.46	7	1	0.0041	-0.0026	1.2521855	N15C15
B5B04H	31	13	500	115.26842	-87.228537	0	B04	7.04	7.12	0	0	1	0	4.3997344e-06	0.067256725	1.42	7	1	0.0036	-0.0077	1.3950856	N15C13
B5B05V	31	9	500	110.32333	24.942308	90	B05	7.12	7.08	0	0	1	0	3.7652529e-06	0.084583131	1.4	7	1	0.0058	-0.004	1.1577397	N15C9
B5B06H	31	10	500	106.98126	139.42317	0	B06	7.16	7.07	0	0	1	0	4.1116852e-06	0.084742408	1.43	7	1	0.0007	-0.0117	1.037575	N15C10
B5B07V	31	7	500	104.39607	250.634	90	B07	7.08	7.08	0	0	1	0	3.3124509e-06	0.18924798	1.5	7	1	0.0039	0.0041	0.79136341	N15C7
B5B08H	31	6	500	100.7082	364.33536	0	B08	7.08	7.04	0	0	1	0	3.881892e-06	0.11490242	1.56	7	1	0.0158	-0.0085	0.87662801	N15C6
B5C01V	29	8	500	19.633832	-484.35888	90	C01	7.23	7.24	0	0	1	0	4.7032723e-06	0.068760399	1.56	7	1	0.0097	-0.0117	1.4839129	N16C8
B5C02H	31	16	500	16.702541	-371.98642	0	C02	7	7.07	0	0	1	0	4.168363e-06	0.075063479	1.56	7	1	0.0082	-0.0058	1.4424681	N15C16
B5C03V	29	9	500	17.57575	-261.03463	90	C03	7.2	7.24	0	0	1	0	3.9439104e-06	0.076604083	1.47	7	1	0.0031	-0.007	1.3390818	N16C9
B5C04H	31	14	500	14.013862	-146.053	0	C04	7.03	7.07	0	0	1	0	3.7156273e-06	0.068539335	1.46	7	1	0.0004	-0.0069	1.4536946	N15C14
B5C05V	29	10	500	12.258284	-34.264102	90	C05	7.24	7.24	0	0	1	0	3.4289093e-06	0.07278217	1.39	7	1	0.0038	-0.0024	1.3521989	N16C10
B5C06H	29	13	500	7.040376	83.006127	0	C06	7.2	7.28	0	0	1	0	3.5522844e-06	0.086605504	1.49	7	1	-0.0017	-0.01	1.1208378	N16C13
B5C07V	31	8	500	5.660323	193.559	90	C07	7.08	7.09	0	0	1	0	3.3620677e-06	0.057091187	1.5	7	1	0.0039	0.0001	1.5879063	N15C8
B5C08H	29	14	500	-0.069403776	308.1045	0	C08	7.2	7.24	0	0	1	0	3.5893534e-06	0.089966971	1.59	7	1	0.0066	-0.0044	1.1345561	N16C14
B5C09V	31	5	500	-1.4234498	419.73431	90	C09	7.12	7.04	0	0	1	0	3.2197487e-06	0.045975043	1.62	7	1	-0.0079	-0.0036	2.0228464	N15C5
B5D01V	29	4	500	-82.222965	-432.48921	90	D01	7.25	7.28	0	0	1	0	4.8167599e-06	0.094762025	1.57	7	1	0.0077	-0.0037	1.0640347	N16C4
B5D02H	29	5	B500	0	0	0	D02	7.24	7.28	0	0	1	0	0	0	nan	7	1	0	0	1	N16C5
B5D03V	29	6	500	-83.898167	-206.45786	90	D03	7.27	7.24	0	0	1	0	3.6322162e-06	0.067667094	1.45	7	1	0.0008	-0.0087	1.3366279	N16C6
B5D04H	29	7	500	-85.600215	-88.91996	0	D04	7.24	7.24	0	0	1	0	3.4942362e-06	0.12859337	1.39	7	1	0.0028	-0.0036	0.70702852	N16C7
B5D05V	29	15	500	-87.698432	24.115817	90	D05	7.24	7.24	0	0	1	0	1.0081878e-06	3474.6468	1.48	7	1	0.0063	-0.0031	0.19794337	N16C15
B5D06H	29	16	500	-90.944768	138.37623	0	D06	7.25	7.24	0	0	1	0	3.8482947e-06	0.063926776	1.51	7	1	0.0013	-0.0036	1.4035043	N16C16
B5D07V	29	17	500	-95.483434	248.22201	90	D07	7.24	7.28	0	0	1	0	3.830719e-06	0.047370028	1.56	7	1	0.0034	-0.008	1.6964561	N16C17
B5D08H	29	18	500	-101.55212	362.16416	0	D08	7	7.28	0	0	1	0	4.0548365e-06	0.27666566	1.64	7	1	0.0038	0.0098	0.61018416	N16C18
B5D1	31	22	D500	0	0	90	DK1	6.96	6.98	0	0	1	0	0	0	1.63	7	1	0	0	1	N15C22
B5D2	29	22	D500	0	0	90	DK2	7.2	7.28	0	0	1	0	0	0	nan	7	1	0	0	1	N16C22
B5E01V	29	0	B500	0	0	90	E01	7.25	7.25	0	0	1	0	3.94e-06	0.122266	1.62	7	1	0	0	463	N16C0
B5E02H	29	1	500	-189.41371	-378.37332	0	E02	7.24	7.24	0	0	1	0	5.1226523e-06	0.086443156	1.56	7	1	0.0064	-0.0072	1.174534	N16C1
B5E03V	29	2	500	-189.22824	-266.36375	90	E03	7.22	7.24	0	0	1	0	4.1883347e-06	0.094669377	1.5	7	1	0.0034	-0.0034	1.0113816	N16C2
B5E04H	29	3	500	-192.51741	-149.62912	0	E04	7.24	7.28	0	0	1	0	4.0627774e-06	0.17484248	1.47	7	1	0.0035	-0.0023	0.6304202	N16C3
B5E05V	29	12	500	-191.7787	-36.371718	90	E05	7.25	7.28	0	0	1	0	3.6232626e-06	0.078295127	1.37	7	1	0.0076	-0.0047	1.2360305	N16C12
B5E06H	29	20	500	-194.73956	78.160017	0	E06	7.2	7.27	0	0	1	0	4.1664138e-06	0.090124497	1.54	7	1	0.0028	-0.0027	1.1704354	N16C20
B5E07V	29	19	500	-191.9616	190.87235	90	E07	7.2	7.24	0	0	1	0	4.0323214e-06	0.26439637	1.62	7	1	-0.0007	-0.0088	0.82321272	N16C19
B5E08H	29	21	B500	-1.5756385	0.16912948	0	E08	7.21	7.3	0	0	1	0	2.72e-05	0.317891	1.63	7	1	0	0	501	N16C21
B5E09V	29	23	500	-199.5301	413.78193	90	E09	7.24	7.24	0	0	1	0	4.0329602e-06	0.14643193	1.7	7	1	0.0058	-0.0207	0.73133629	N16C23
B5R1	31	0	R500	0	0	90	R1	7.12	7.04	0	0	1	0	0	0	3.54	7	1	0	0	1	N15C0
B5T1	31	12	T500	0	0	90	T1	7.08	7.08	0	0	1	0	0	0	1.34	7	1	0	0	1	N15C12
B5T2	29	11	T500	0	0	90	T2	7.28	7.28	0	0	1	0	0	0	1.41	7	1	0	0	1	N16C11
X3O1	25	12	NC	0	0	90	N/A	inf	6.88	0	0	1	0	0	0	nan	8	1	0	0	1	N12C12
X3O2	25	22	NC	0	0	90	N/A	inf	6.88	0	0	1	0	0	0	nan	8	1	0	0	1	N12C22																						
